,addr_state,annual_inc,application_type,dti,dti_joint,emp_length,emp_title,funded_amnt,home_ownership,issue_d,loan_status,member_id,open_acc,pub_rec,purpose,term,zip_code,open_il_12m,total_bal_il,id
487,GA,110000.0,Individual,11.34,,10+ years,IT Audit Specialist,12000.0,MORTGAGE,Dec-2014,Fully Paid,,20.0,0.0,home_improvement, 36 months,300xx,,,37781601
488,WI,31000.0,Individual,20.52,,8 years,Manager,7400.0,RENT,Dec-2014,Fully Paid,,7.0,0.0,major_purchase, 36 months,534xx,,,37701519
489,NY,110000.0,Individual,7.88,,5 years,Manager,20000.0,OWN,Dec-2014,Charged Off,,10.0,0.0,credit_card, 60 months,109xx,,,36119630
490,TX,90000.0,Individual,19.52,,2 years,Project Manager,8000.0,MORTGAGE,Dec-2014,Fully Paid,,14.0,0.0,credit_card, 36 months,762xx,,,37831494
491,TX,78000.0,Individual,20.78,,10+ years,ROTC Instructor,24000.0,RENT,Dec-2014,Current,,13.0,0.0,debt_consolidation, 60 months,775xx,,,37711500
492,NY,90000.0,Individual,15.48,,5 years,manager,22000.0,RENT,Dec-2014,Fully Paid,,9.0,0.0,debt_consolidation, 60 months,119xx,,,37740668
493,CA,72000.0,Individual,13.77,,1 year,Senior Associate,20000.0,RENT,Dec-2014,Charged Off,,3.0,0.0,credit_card, 60 months,928xx,,,37711490
494,PA,90000.0,Individual,23.77,,10+ years,Manager,30000.0,MORTGAGE,Dec-2014,Current,,14.0,0.0,credit_card, 60 months,156xx,,,37641481
495,MI,59055.0,Individual,23.27,,7 years,Clinical Research Project Manager Health,16000.0,MORTGAGE,Dec-2014,Fully Paid,,15.0,0.0,debt_consolidation, 36 months,481xx,,,37821463
496,GA,73000.0,Individual,17.84,,2 years,IT Manager,3000.0,OWN,Dec-2014,Fully Paid,,9.0,0.0,other, 36 months,301xx,,,37831469
497,WI,40000.0,Individual,16.89,,10+ years,Operations Assistant,12000.0,MORTGAGE,Dec-2014,Fully Paid,,8.0,0.0,debt_consolidation, 36 months,530xx,,,37701318
500,VA,42000.0,Individual,25.89,,2 years,Owner/Therapist,10000.0,OWN,Dec-2014,Fully Paid,,18.0,2.0,credit_card, 36 months,235xx,,,37601591
501,WA,83000.0,Individual,14.26,,7 years,Program Manager,16800.0,MORTGAGE,Dec-2014,Fully Paid,,11.0,1.0,credit_card, 36 months,980xx,,,37621233
502,IL,45000.0,Individual,20.37,,5 years,Account Executive,19800.0,OWN,Dec-2014,Current,,8.0,0.0,debt_consolidation, 60 months,605xx,,,36860143
503,TN,55000.0,Individual,30.53,,10+ years,teacher,23800.0,OWN,Dec-2014,Fully Paid,,13.0,0.0,debt_consolidation, 36 months,378xx,,,37671503
504,CA,124000.0,Individual,18.84,,10+ years,Sergeant,21600.0,RENT,Dec-2014,Fully Paid,,16.0,0.0,debt_consolidation, 60 months,902xx,,,37631502
505,WA,115000.0,Individual,25.19,,1 year,Account executive,24000.0,MORTGAGE,Dec-2014,Fully Paid,,16.0,0.0,debt_consolidation, 36 months,982xx,,,37841429
506,KY,90000.0,Individual,17.51,,5 years,Loan Officer,18000.0,MORTGAGE,Dec-2014,Fully Paid,,10.0,0.0,debt_consolidation, 60 months,403xx,,,37800714
507,NY,80000.0,Individual,22.12,,< 1 year,Linguist-Translator,24000.0,RENT,Dec-2014,Current,,12.0,0.0,credit_card, 36 months,113xx,,,37831471
508,CA,58000.0,Individual,22.53,,10+ years,"Asst. Vice President, Team Leader",16000.0,MORTGAGE,Dec-2014,Fully Paid,,8.0,0.0,credit_card, 36 months,958xx,,,37611593
509,IL,76000.0,Individual,32.92,,1 year,International Project Supervisor,10225.0,OWN,Dec-2014,Fully Paid,,23.0,0.0,debt_consolidation, 36 months,601xx,,,36331431
510,OH,55000.0,Individual,26.55,,,,15000.0,MORTGAGE,Dec-2014,Current,,9.0,0.0,debt_consolidation, 60 months,449xx,,,37821494
511,CA,52000.0,Individual,23.1,,2 years,Manager,15000.0,OWN,Dec-2014,Fully Paid,,9.0,0.0,debt_consolidation, 36 months,900xx,,,32349399
512,WA,225000.0,Individual,18.48,,2 years,CFO,24000.0,RENT,Dec-2014,Fully Paid,,12.0,0.0,credit_card, 36 months,980xx,,,37831477
513,WA,70000.0,Individual,27.25,,10+ years,Installer,4000.0,RENT,Dec-2014,Fully Paid,,18.0,1.0,debt_consolidation, 36 months,980xx,,,37841428
514,TX,65000.0,Individual,14.59,,6 years,Registered Dental Hygienist,9600.0,RENT,Dec-2014,Fully Paid,,6.0,0.0,debt_consolidation, 36 months,763xx,,,37761295
515,TX,65000.0,Individual,35.28,,10+ years,Sales Rep,23000.0,OWN,Dec-2014,Charged Off,,13.0,0.0,debt_consolidation, 60 months,751xx,,,37751581
516,MD,65000.0,Individual,18.95,,< 1 year,Hospital Services Coordinator,10000.0,MORTGAGE,Dec-2014,Fully Paid,,12.0,0.0,credit_card, 36 months,217xx,,,37721518
517,AZ,28000.0,Individual,39.73,,9 years,paraprofessional,5000.0,MORTGAGE,Dec-2014,Fully Paid,,13.0,1.0,debt_consolidation, 36 months,852xx,,,37621513
518,NY,43000.0,Individual,20.68,,10+ years,machine operator,6500.0,RENT,Dec-2014,Fully Paid,,8.0,0.0,other, 36 months,139xx,,,37711464
519,PA,125000.0,Individual,12.1,,6 years,Atmospheric Scientist,28000.0,MORTGAGE,Dec-2014,Current,,6.0,0.0,credit_card, 36 months,189xx,,,37821455
520,IL,80000.0,Individual,26.32,,5 years,National Sales Manager,9600.0,MORTGAGE,Dec-2014,Fully Paid,,9.0,0.0,credit_card, 36 months,606xx,,,37721502
521,NC,100000.0,Individual,4.64,,10+ years,Manager,12000.0,MORTGAGE,Dec-2014,Fully Paid,,7.0,0.0,debt_consolidation, 36 months,276xx,,,37771471
522,MI,92000.0,Individual,26.32,,3 years,Manager - Corporate Reimbursement,20000.0,MORTGAGE,Dec-2014,Fully Paid,,24.0,0.0,debt_consolidation, 36 months,481xx,,,37701461
523,CA,120000.0,Individual,32.41,,4 years,Lead Software Developer,25000.0,RENT,Dec-2014,Charged Off,,18.0,0.0,credit_card, 60 months,921xx,,,37830811
524,OH,46000.0,Individual,17.61,,10+ years,Billing Supervisor,15000.0,MORTGAGE,Dec-2014,Fully Paid,,7.0,0.0,debt_consolidation, 60 months,450xx,,,37821450
525,NC,60000.0,Individual,4.06,,6 years,Instructor,12000.0,MORTGAGE,Dec-2014,Fully Paid,,10.0,1.0,debt_consolidation, 36 months,275xx,,,37641448
526,CT,66099.0,Individual,10.35,,1 year,Doctor,17000.0,RENT,Dec-2014,Fully Paid,,33.0,0.0,credit_card, 36 months,065xx,,,37711472
527,WA,70000.0,Individual,18.4,,10+ years,communications officer 1,27650.0,MORTGAGE,Dec-2014,Current,,15.0,0.0,debt_consolidation, 60 months,980xx,,,36220470
528,MO,90000.0,Individual,17.48,,10+ years,warehouse manager,14000.0,MORTGAGE,Dec-2014,Charged Off,,14.0,0.0,debt_consolidation, 60 months,630xx,,,37720929
529,NM,50000.0,Individual,11.29,,3 years,Regional Sales Manager,12000.0,RENT,Dec-2014,Current,,13.0,1.0,home_improvement, 60 months,871xx,,,37701495
530,FL,72000.0,Individual,14.01,,10+ years,Account Executive,12000.0,MORTGAGE,Dec-2014,Fully Paid,,15.0,0.0,debt_consolidation, 36 months,334xx,,,37661426
531,NY,190000.0,Individual,19.36,,10+ years,Director,25000.0,OWN,Dec-2014,Fully Paid,,21.0,0.0,credit_card, 36 months,109xx,,,37611559
532,MO,32000.0,Individual,19.58,,10+ years,Eligibility Specialist Supervisor,2500.0,MORTGAGE,Dec-2014,Fully Paid,,13.0,1.0,car, 36 months,630xx,,,37621480
533,PA,42000.0,Individual,20.66,,10+ years,facility service,15000.0,MORTGAGE,Dec-2014,Charged Off,,8.0,0.0,home_improvement, 60 months,190xx,,,36119381
534,PA,60000.0,Individual,21.6,,5 years,Business Office Manager,15000.0,OWN,Dec-2014,Fully Paid,,14.0,0.0,debt_consolidation, 36 months,191xx,,,37801531
535,NY,85000.0,Individual,6.72,,2 years,Sr. App Analyst,10000.0,RENT,Dec-2014,Fully Paid,,6.0,0.0,credit_card, 36 months,112xx,,,37631465
536,FL,43000.0,Individual,34.13,,10+ years,Sous chef,12000.0,RENT,Dec-2014,Charged Off,,12.0,1.0,credit_card, 36 months,339xx,,,37631457
537,NJ,105000.0,Individual,1.61,,10+ years,auto tect,2500.0,MORTGAGE,Dec-2014,Fully Paid,,7.0,0.0,car, 36 months,081xx,,,37207932
538,VA,64000.0,Individual,18.88,,,,14400.0,MORTGAGE,Dec-2014,Fully Paid,,14.0,0.0,debt_consolidation, 36 months,232xx,,,37661445
539,CT,45000.0,Individual,15.84,,2 years,Patent Paralegala,10000.0,MORTGAGE,Dec-2014,Fully Paid,,13.0,1.0,debt_consolidation, 36 months,060xx,,,37761468
540,VA,69000.0,Individual,25.89,,10+ years,Assistant Superintendent,15000.0,MORTGAGE,Dec-2014,Fully Paid,,30.0,1.0,car, 36 months,224xx,,,37611376
541,WV,43000.0,Individual,26.37,,5 years,Patrolman,18000.0,MORTGAGE,Dec-2014,Fully Paid,,11.0,1.0,debt_consolidation, 60 months,260xx,,,37801300
542,CA,100000.0,Individual,9.99,,10+ years,Sales Manager,6000.0,RENT,Dec-2014,Fully Paid,,12.0,0.0,debt_consolidation, 36 months,917xx,,,37821449
543,TX,88100.0,Individual,19.55,,3 years,IT Specialist,14400.0,MORTGAGE,Dec-2014,Fully Paid,,13.0,0.0,debt_consolidation, 36 months,782xx,,,37831444
544,MD,34000.0,Individual,18.67,,3 years,Seaman,2000.0,RENT,Dec-2014,Fully Paid,,5.0,0.0,debt_consolidation, 36 months,218xx,,,37731416
545,NV,88000.0,Individual,21.1,,6 years,sales,3600.0,RENT,Dec-2014,Fully Paid,,22.0,1.0,major_purchase, 36 months,891xx,,,37611542
546,FL,22500.0,Individual,22.45,,< 1 year,First Officer,8000.0,RENT,Dec-2014,Fully Paid,,11.0,0.0,credit_card, 36 months,331xx,,,37621461
547,AZ,60000.0,Individual,24.22,,9 years,Network Operation,2800.0,RENT,Dec-2014,Fully Paid,,13.0,0.0,debt_consolidation, 36 months,852xx,,,37621487
548,AZ,81900.0,Individual,6.97,,10+ years,Instructional Designer,15000.0,MORTGAGE,Dec-2014,Fully Paid,,7.0,0.0,debt_consolidation, 36 months,852xx,,,37601076
549,IL,46291.0,Individual,9.57,,3 years,substitute teacher/social worker,9600.0,MORTGAGE,Dec-2014,Fully Paid,,9.0,1.0,credit_card, 36 months,600xx,,,36801518
550,IL,55000.0,Individual,2.9,,3 years,Mortgage Banker,10000.0,MORTGAGE,Dec-2014,Fully Paid,,8.0,0.0,credit_card, 36 months,606xx,,,36281033
551,TN,225000.0,Individual,7.79,,8 years,owner,10000.0,MORTGAGE,Dec-2014,Fully Paid,,11.0,1.0,home_improvement, 36 months,370xx,,,36019516
552,GA,78000.0,Individual,31.12,,10+ years,Customer Support Rep,1500.0,OWN,Dec-2014,Fully Paid,,20.0,0.0,other, 36 months,301xx,,,37671420
553,NY,60000.0,Individual,17.44,,10+ years,highway maintenance supervisor,12000.0,MORTGAGE,Dec-2014,Current,,9.0,0.0,debt_consolidation, 60 months,120xx,,,37731356
554,MA,80000.0,Individual,6.59,,3 years,Full time RN,20000.0,MORTGAGE,Dec-2014,Charged Off,,20.0,0.0,debt_consolidation, 60 months,021xx,,,37771432
555,MI,52000.0,Individual,22.85,,< 1 year,GENERAL LEDGER ACCOUNTANT,7050.0,RENT,Dec-2014,Fully Paid,,21.0,0.0,debt_consolidation, 36 months,481xx,,,37621463
556,RI,130000.0,Individual,17.5,,8 years,RN,6000.0,MORTGAGE,Dec-2014,Fully Paid,,13.0,0.0,credit_card, 36 months,028xx,,,16402028
557,CA,97000.0,Individual,23.91,,10+ years,attorney/owner,30000.0,MORTGAGE,Dec-2014,Charged Off,,20.0,0.0,other, 60 months,908xx,,,37741416
558,CA,63000.0,Individual,22.29,,10+ years,Manager,14700.0,RENT,Dec-2014,Fully Paid,,11.0,1.0,debt_consolidation, 60 months,919xx,,,37741435
559,AR,58000.0,Individual,39.77,,3 years,OTR driver,18000.0,MORTGAGE,Dec-2014,Current,,11.0,0.0,debt_consolidation, 36 months,726xx,,,37721438
560,IL,310000.0,Individual,9.08,,10+ years,director business development,20000.0,MORTGAGE,Dec-2014,Fully Paid,,15.0,0.0,debt_consolidation, 36 months,605xx,,,37751532
561,NY,60000.0,Individual,21.47,,7 years,CEO,29975.0,MORTGAGE,Dec-2014,Fully Paid,,17.0,0.0,debt_consolidation, 60 months,103xx,,,37771406
562,VA,50000.0,Individual,13.9,,< 1 year,Sales Consultant,3000.0,RENT,Dec-2014,Fully Paid,,7.0,0.0,other, 36 months,235xx,,,37711459
563,MS,75000.0,Individual,12.77,,< 1 year,Insurance agent,5875.0,MORTGAGE,Dec-2014,Charged Off,,9.0,1.0,debt_consolidation, 36 months,395xx,,,37641419
564,TX,70000.0,Individual,17.75,,3 years,RN CASE MANAGER,32000.0,OWN,Dec-2014,Fully Paid,,10.0,0.0,debt_consolidation, 36 months,769xx,,,37690957
565,TX,65000.0,Individual,25.62,,4 years,Assembly,6600.0,MORTGAGE,Dec-2014,Fully Paid,,16.0,0.0,debt_consolidation, 36 months,782xx,,,37811487
566,OH,25000.0,Individual,36.74,,10+ years,pharmacy tech,8475.0,RENT,Dec-2014,Fully Paid,,9.0,0.0,debt_consolidation, 36 months,441xx,,,37620902
567,WI,83000.0,Individual,21.91,,10+ years,Product Manager,31200.0,MORTGAGE,Dec-2014,Fully Paid,,13.0,0.0,credit_card, 60 months,535xx,,,37631405
568,OK,58000.0,Individual,6.56,,10+ years,System Engineer,15000.0,MORTGAGE,Dec-2014,Charged Off,,8.0,0.0,debt_consolidation, 36 months,740xx,,,37671430
569,CA,150000.0,Individual,14.47,,10+ years,RN,35000.0,MORTGAGE,Dec-2014,Fully Paid,,20.0,1.0,home_improvement, 60 months,927xx,,,36797598
570,CA,280000.0,Individual,4.44,,2 years,Administrative Director,8000.0,MORTGAGE,Dec-2014,Fully Paid,,9.0,0.0,credit_card, 36 months,951xx,,,37751483
571,MN,40000.0,Individual,30.9,,10+ years,Printing/macine operator,11075.0,MORTGAGE,Dec-2014,Fully Paid,,6.0,0.0,debt_consolidation, 60 months,563xx,,,37651351
572,CA,86000.0,Individual,18.69,,8 years,Registered Nurse,35000.0,RENT,Dec-2014,Fully Paid,,8.0,0.0,debt_consolidation, 36 months,900xx,,,37691484
573,LA,43000.0,Individual,29.11,,7 years,Draftsman,7000.0,MORTGAGE,Dec-2014,Current,,18.0,0.0,debt_consolidation, 36 months,701xx,,,37841375
574,CA,60000.0,Individual,30.49,,10+ years,Staff RN,7000.0,MORTGAGE,Dec-2014,Fully Paid,,11.0,0.0,other, 36 months,928xx,,,37641398
575,NY,34000.0,Individual,8.58,,5 years,CNA,12000.0,RENT,Dec-2014,Fully Paid,,6.0,0.0,debt_consolidation, 36 months,104xx,,,37641397
576,AZ,77000.0,Individual,25.36,,10+ years,Military,29000.0,RENT,Dec-2014,Charged Off,,10.0,0.0,debt_consolidation, 36 months,850xx,,,37691476
577,NY,185000.0,Individual,17.04,,10+ years,Counsel,5000.0,RENT,Dec-2014,Fully Paid,,23.0,0.0,debt_consolidation, 36 months,110xx,,,37771414
578,NM,110000.0,Individual,12.72,,5 years,sales manager,28000.0,MORTGAGE,Dec-2014,Current,,19.0,0.0,credit_card, 60 months,870xx,,,37761440
579,MT,56000.0,Individual,16.06,,1 year,Dean of Student Engagement ,15000.0,RENT,Dec-2014,Fully Paid,,13.0,0.0,debt_consolidation, 36 months,595xx,,,37801484
580,MD,122500.0,Individual,12.85,,2 years,Project Manager,30000.0,MORTGAGE,Dec-2014,Fully Paid,,14.0,0.0,debt_consolidation, 36 months,208xx,,,37791356
581,WI,62000.0,Individual,24.06,,5 years,Optical Manager ,20000.0,MORTGAGE,Dec-2014,Fully Paid,,10.0,0.0,credit_card, 60 months,548xx,,,37831382
582,IL,115000.0,Individual,8.82,,10+ years,Construction worker,12000.0,MORTGAGE,Dec-2014,Charged Off,,8.0,0.0,debt_consolidation, 36 months,606xx,,,37651373
583,CA,112000.0,Individual,13.78,,10+ years,Correctional Counselor II,3600.0,RENT,Dec-2014,Fully Paid,,16.0,0.0,debt_consolidation, 36 months,937xx,,,37601500
584,WV,82000.0,Individual,19.83,,5 years,Examiner,18000.0,MORTGAGE,Dec-2014,Fully Paid,,27.0,0.0,credit_card, 36 months,253xx,,,37731388
585,CA,72000.0,Individual,10.27,,10+ years,Supervisor,15000.0,RENT,Dec-2014,Fully Paid,,14.0,0.0,debt_consolidation, 60 months,913xx,,,37751449
586,SC,82000.0,Individual,13.9,,10+ years,System Analyst,24000.0,MORTGAGE,Dec-2014,Fully Paid,,10.0,0.0,credit_card, 36 months,296xx,,,37631386
587,IL,90000.0,Individual,27.49,,10+ years,Marketing Analyst,35000.0,MORTGAGE,Dec-2014,Fully Paid,,15.0,0.0,debt_consolidation, 60 months,611xx,,,37800346
588,RI,64000.0,Individual,25.91,,3 years,Assistant Director,5000.0,RENT,Dec-2014,Fully Paid,,23.0,0.0,credit_card, 36 months,029xx,,,37781483
589,CO,62952.0,Individual,17.21,,10+ years,Gunnery Sergeant,18000.0,MORTGAGE,Dec-2014,Fully Paid,,7.0,0.0,debt_consolidation, 60 months,808xx,,,37701396
590,GA,84000.0,Individual,14.74,,10+ years,Flight Attendant,24000.0,MORTGAGE,Dec-2014,Fully Paid,,13.0,0.0,credit_card, 36 months,302xx,,,37601439
591,CA,23760.0,Individual,9.44,,,,2000.0,MORTGAGE,Dec-2014,Fully Paid,,10.0,1.0,home_improvement, 36 months,957xx,,,37831333
592,NY,80000.0,Individual,7.18,,7 years,Senior Research Associate,35000.0,MORTGAGE,Dec-2014,Fully Paid,,20.0,0.0,credit_card, 36 months,112xx,,,37751452
593,IL,100500.0,Individual,4.53,,,,26000.0,MORTGAGE,Dec-2014,Charged Off,,7.0,1.0,home_improvement, 36 months,604xx,,,37841350
594,SC,60000.0,Individual,14.4,,1 year,Business Analyst,14000.0,RENT,Dec-2014,Fully Paid,,21.0,0.0,debt_consolidation, 36 months,294xx,,,37831271
595,NV,60000.0,Individual,21.55,,10+ years,supervisor,12000.0,MORTGAGE,Dec-2014,Fully Paid,,13.0,0.0,debt_consolidation, 36 months,891xx,,,37631404
596,OH,110244.0,Individual,26.32,,9 years,aviation safety inspector,25000.0,OWN,Dec-2014,Fully Paid,,17.0,0.0,credit_card, 36 months,440xx,,,37811403
597,TX,80000.0,Individual,24.37,,1 year,winder,4800.0,RENT,Dec-2014,Fully Paid,,11.0,0.0,debt_consolidation, 36 months,785xx,,,37731349
598,NC,90000.0,Individual,12.25,,1 year,Audit Manager,6000.0,RENT,Dec-2014,Fully Paid,,9.0,0.0,debt_consolidation, 36 months,282xx,,,37771369
599,VA,116887.0,Individual,22.2,,10+ years,Foreign Service,7000.0,MORTGAGE,Dec-2014,Fully Paid,,5.0,0.0,debt_consolidation, 36 months,201xx,,,37711377
600,CO,60000.0,Individual,26.48,,8 years,Logistic Administrator,10000.0,MORTGAGE,Dec-2014,Fully Paid,,8.0,0.0,debt_consolidation, 36 months,802xx,,,37601467
601,NY,32760.0,Individual,13.81,,2 years,Operations Support Coordinator,11075.0,RENT,Dec-2014,Fully Paid,,3.0,0.0,debt_consolidation, 36 months,140xx,,,37701407
602,OH,45000.0,Individual,11.01,,1 year,Maintenance Technician,15000.0,MORTGAGE,Dec-2014,Fully Paid,,13.0,0.0,debt_consolidation, 36 months,453xx,,,36631183
603,MN,96000.0,Individual,8.55,,< 1 year,Senior Consultant,8000.0,RENT,Dec-2014,Fully Paid,,9.0,0.0,debt_consolidation, 36 months,554xx,,,37681359
604,CA,50000.0,Individual,38.42,,7 years,driver,20000.0,RENT,Dec-2014,Charged Off,,11.0,1.0,credit_card, 60 months,940xx,,,37791297
605,PA,48000.0,Individual,15.2,,8 years,service tech,6000.0,OWN,Dec-2014,Fully Paid,,10.0,1.0,other, 36 months,151xx,,,37741410
606,CA,120000.0,Individual,18.18,,10+ years,Police Officer,3500.0,MORTGAGE,Dec-2014,Charged Off,,8.0,0.0,credit_card, 36 months,940xx,,,37631364
607,NJ,38784.0,Individual,22.28,,2 years,Phlebotomist,7000.0,RENT,Dec-2014,Fully Paid,,9.0,0.0,debt_consolidation, 36 months,080xx,,,37601389
608,CA,150000.0,Individual,13.54,,3 years,Director of Support Services,3600.0,RENT,Dec-2014,Fully Paid,,7.0,0.0,home_improvement, 36 months,951xx,,,37631387
609,NY,60000.0,Individual,17.01,,5 years,service advisor,25000.0,MORTGAGE,Dec-2014,Fully Paid,,9.0,0.0,credit_card, 36 months,121xx,,,37681188
610,CO,50000.0,Individual,13.42,,9 years,Social Worker,4000.0,MORTGAGE,Dec-2014,Fully Paid,,6.0,0.0,other, 36 months,800xx,,,37761406
611,CA,70611.0,Individual,37.73,,< 1 year,Senior Paralegal,25325.0,RENT,Dec-2014,Charged Off,,18.0,0.0,debt_consolidation, 36 months,920xx,,,37751281
612,TX,65000.0,Individual,12.7,,2 years,store manager,7200.0,RENT,Dec-2014,Fully Paid,,16.0,0.0,debt_consolidation, 36 months,786xx,,,37721420
613,NY,50820.0,Individual,14.12,,2 years,Financial Analyst,15000.0,OWN,Dec-2014,Fully Paid,,18.0,0.0,debt_consolidation, 60 months,112xx,,,37771351
614,PA,22000.0,Individual,26.24,,8 years,hairdresser,3000.0,MORTGAGE,Dec-2014,Fully Paid,,8.0,1.0,credit_card, 36 months,184xx,,,37641363
615,VA,62000.0,Individual,27.8,,10+ years,Regional Infrastructure Manager,18000.0,MORTGAGE,Dec-2014,Fully Paid,,12.0,0.0,debt_consolidation, 36 months,234xx,,,37631378
616,OH,56037.12,Individual,23.95,,5 years,Teacher,21000.0,MORTGAGE,Dec-2014,Current,,9.0,0.0,major_purchase, 60 months,430xx,,,37721392
617,CA,200000.0,Individual,5.67,,10+ years,President; majority shareholder,25000.0,MORTGAGE,Dec-2014,Fully Paid,,13.0,0.0,credit_card, 36 months,922xx,,,37671407
618,NH,20000.0,Individual,25.39,,9 years,owner,9975.0,RENT,Dec-2014,Current,,10.0,0.0,debt_consolidation, 36 months,030xx,,,37691440
619,WA,99000.0,Individual,5.94,,4 years,Systems Engineer 3,18000.0,RENT,Dec-2014,Charged Off,,5.0,0.0,debt_consolidation, 36 months,981xx,,,37821372
620,MN,263500.0,Individual,15.92,,5 years,Physician,14000.0,MORTGAGE,Dec-2014,Fully Paid,,14.0,0.0,debt_consolidation, 36 months,559xx,,,37601493
621,WA,87877.0,Individual,23.84,,10+ years,Ship Operator/Supervisor1 Captain,24000.0,MORTGAGE,Dec-2014,Current,,11.0,0.0,debt_consolidation, 60 months,983xx,,,37821382
622,UT,33000.0,Individual,23.38,,4 years,Administrative Assistant III,6500.0,MORTGAGE,Dec-2014,Charged Off,,8.0,0.0,debt_consolidation, 36 months,840xx,,,37800951
623,IL,34990.0,Individual,18.66,,10+ years,Caregiver,6500.0,RENT,Dec-2014,Charged Off,,7.0,1.0,debt_consolidation, 36 months,606xx,,,37701404
624,VA,45900.0,Individual,31.82,,1 year,Police Officer,10800.0,OWN,Dec-2014,Late (31-120 days),,12.0,0.0,debt_consolidation, 60 months,201xx,,,37601478
625,SD,82500.0,Individual,13.79,,10+ years,Courier,18300.0,MORTGAGE,Dec-2014,Fully Paid,,4.0,0.0,debt_consolidation, 36 months,571xx,,,37601480
626,CA,65000.0,Individual,6.74,,2 years,Portfolio Administrator,10000.0,RENT,Dec-2014,Fully Paid,,23.0,0.0,debt_consolidation, 36 months,950xx,,,37651345
627,NC,150000.0,Individual,3.38,,< 1 year,Audit Manager,14000.0,OWN,Dec-2014,Fully Paid,,6.0,0.0,debt_consolidation, 60 months,282xx,,,37801469
628,NC,105000.0,Individual,23.52,,2 years,Senior Database Administrator,30000.0,MORTGAGE,Dec-2014,Fully Paid,,13.0,0.0,debt_consolidation, 36 months,276xx,,,37641358
629,GA,65000.0,Individual,10.4,,1 year,prop maker,8000.0,MORTGAGE,Dec-2014,Fully Paid,,17.0,1.0,debt_consolidation, 36 months,301xx,,,37841343
630,OH,65000.0,Individual,20.57,,10+ years,pipefitter,15700.0,MORTGAGE,Dec-2014,Fully Paid,,17.0,1.0,debt_consolidation, 60 months,447xx,,,37127527
631,CA,153000.0,Individual,1.32,,5 years,Senior Staff Engineer/Manager,35000.0,RENT,Dec-2014,Fully Paid,,7.0,0.0,major_purchase, 36 months,921xx,,,37287167
632,TX,45000.0,Individual,18.67,,< 1 year,teacher,6450.0,RENT,Dec-2014,Fully Paid,,29.0,0.0,debt_consolidation, 36 months,785xx,,,37651327
633,CA,100000.0,Individual,10.26,,3 years,Post Producer,14000.0,OWN,Dec-2014,Fully Paid,,8.0,0.0,home_improvement, 36 months,900xx,,,37731313
634,SC,49000.0,Individual,26.35,,10+ years,Personnel Manager,12000.0,MORTGAGE,Dec-2014,Fully Paid,,14.0,1.0,debt_consolidation, 36 months,295xx,,,37651312
635,AL,50000.0,Individual,15.39,,1 year,Electrician,6000.0,MORTGAGE,Dec-2014,Fully Paid,,8.0,0.0,home_improvement, 36 months,354xx,,,37681309
636,UT,250000.0,Individual,9.66,,10+ years,"President, CEO",30000.0,MORTGAGE,Dec-2014,Fully Paid,,13.0,0.0,debt_consolidation, 36 months,841xx,,,37147634
637,NJ,63000.0,Individual,19.9,,< 1 year,pharmacist,25000.0,RENT,Dec-2014,Current,,21.0,0.0,debt_consolidation, 60 months,085xx,,,37651287
638,AZ,85000.0,Individual,16.65,,3 years,Marketing Manager,20400.0,MORTGAGE,Dec-2014,Fully Paid,,9.0,0.0,debt_consolidation, 36 months,852xx,,,37701328
639,NY,140000.0,Individual,10.97,,10+ years,Vice Presdent,3800.0,RENT,Dec-2014,Fully Paid,,9.0,0.0,debt_consolidation, 36 months,108xx,,,37741369
640,CA,65000.0,Individual,16.62,,5 years,Office Coordinator,29675.0,RENT,Dec-2014,Late (31-120 days),,8.0,0.0,debt_consolidation, 60 months,951xx,,,37801410
641,CA,60000.0,Individual,26.18,,,,12950.0,RENT,Dec-2014,Fully Paid,,14.0,0.0,other, 36 months,956xx,,,37630860
642,CA,89000.0,Individual,9.68,,3 years,Clinical Specialist/Supervisor,7150.0,MORTGAGE,Dec-2014,Fully Paid,,14.0,0.0,other, 36 months,917xx,,,37701377
643,CA,55480.0,Individual,10.5,,,,12375.0,MORTGAGE,Dec-2014,Fully Paid,,8.0,0.0,credit_card, 60 months,953xx,,,37327544
644,PA,52000.0,Individual,20.47,,3 years,Office Manager,18625.0,RENT,Dec-2014,Charged Off,,9.0,0.0,small_business, 36 months,193xx,,,36361523
645,GA,35000.0,Individual,16.07,,1 year,Finance / Operations,7000.0,RENT,Dec-2014,Fully Paid,,6.0,0.0,credit_card, 36 months,306xx,,,37840854
646,CA,35000.0,Individual,20.95,,3 years,COMMUNITY HEALTH REP,4000.0,RENT,Dec-2014,Fully Paid,,4.0,0.0,debt_consolidation, 36 months,921xx,,,37771333
647,TX,68940.0,Individual,28.49,,,,30275.0,MORTGAGE,Dec-2014,Charged Off,,18.0,0.0,debt_consolidation, 36 months,780xx,,,37821331
648,IL,54000.0,Individual,25.69,,5 years,Debt Collector,15000.0,MORTGAGE,Dec-2014,Fully Paid,,11.0,7.0,debt_consolidation, 36 months,606xx,,,37771331
649,CO,150000.0,Individual,5.4,,10+ years,Team Lead Managed Service and M-FRAT,15000.0,MORTGAGE,Dec-2014,Late (31-120 days),,12.0,1.0,debt_consolidation, 60 months,800xx,,,37711348
650,NV,24000.0,Individual,18.0,,,,8000.0,MORTGAGE,Dec-2014,Fully Paid,,11.0,1.0,debt_consolidation, 36 months,891xx,,,37701332
